,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
9729,0.151,2,0.126,1,0.533,0,2,3,1,1,0.0,0.0,0.398,0,0
9730,0.425,5,0.164,0,0.8,1,1,1,0,0,0.073,0.0,0.5,0,1
9731,0.616,2,0.099,5,0.6,1,0,2,0,1,0.0,0.0,0.378,0,1
9732,0.438,2,0.018,0,0.8,1,5,1,0,0,0.041,0.0,0.439,0,0
9733,0.712,2,0.061,1,0.533,6,0,0,0,1,0.0,0.0,0.235,0,0
9734,0.247,2,0.07,0,0.8,0,1,0,0,0,0.086,0.0,0.449,0,1
9735,0.836,2,0.113,3,0.867,6,10,4,2,0,0.0,0.0,0.398,27,0
9736,0.603,2,0.357,5,0.6,1,1,1,0,0,0.0,0.0,0.449,0,1
9737,0.096,2,0.168,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
9738,0.164,2,0.046,5,0.6,0,0,3,0,1,0.0,0.0,0.398,0,0
9740,0.0,2,0.019,12,0.333,0,7,3,0,0,0.0,0.0,0.398,0,0
9741,0.137,2,0.178,1,0.533,1,2,1,1,0,0.0,0.0,0.806,0,1
9742,0.644,2,0.171,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
9743,0.219,1,0.122,1,0.533,0,1,0,0,0,0.0,0.0,0.551,23,0
9744,0.205,2,0.151,14,0.467,1,10,5,0,0,0.0,0.0,0.398,4,0
9745,0.027,2,0.011,5,0.6,0,4,3,0,1,0.0,0.0,0.194,0,0
9746,0.342,0,0.063,2,0.4,1,7,1,0,0,0.0,0.0,0.398,0,0
9747,0.096,2,0.123,0,0.8,0,5,3,0,1,0.0,0.0,0.143,0,0
9748,0.082,2,0.697,1,0.533,0,1,0,1,0,0.0,0.0,0.449,0,0
9749,0.466,4,0.133,10,0.933,0,3,0,0,0,0.033,0.0,0.398,0,0
9750,0.192,2,0.122,0,0.8,0,9,0,0,0,0.033,0.0,0.602,0,0
9751,0.37,2,0.2,10,0.933,1,3,1,0,0,0.0,0.0,0.286,0,1
9752,0.288,2,0.165,3,0.867,0,1,0,0,1,0.105,0.0,0.5,0,1
9753,0.37,4,0.064,6,0.733,2,11,0,0,1,0.0,0.0,0.561,0,1
9754,0.37,1,0.377,11,0.133,1,7,1,0,0,0.0,0.0,0.398,4,0
9755,0.288,2,0.053,1,0.533,1,10,1,0,0,0.0,0.0,0.439,0,0
9756,0.26,2,0.489,4,0.267,2,0,4,0,1,0.0,0.0,0.398,0,0
9757,0.164,2,0.05,15,0.067,0,4,0,0,0,0.0,0.0,0.194,22,0
9758,0.397,2,0.015,6,0.733,2,5,0,0,1,0.0,0.0,0.245,9,0
9759,0.411,2,0.069,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
9760,0.178,2,0.15,1,0.533,1,6,1,0,0,1.0,0.0,0.398,0,1
9761,0.274,4,0.139,1,0.533,1,11,1,0,0,0.077,0.0,0.347,0,1
9762,0.137,2,0.215,0,0.8,0,1,0,0,0,0.0,0.0,0.449,0,0
9763,0.356,2,0.114,1,0.533,2,8,4,0,1,0.0,0.0,0.5,0,0
9764,0.37,1,0.171,10,0.933,1,3,1,0,0,0.0,0.0,0.398,0,1
9765,0.192,2,0.25,5,0.6,0,1,4,0,0,0.0,0.0,0.602,0,0
9766,0.233,2,0.12,0,0.8,1,1,1,0,0,0.0,0.454,0.449,0,1
9767,0.301,2,0.147,0,0.8,0,5,3,0,0,0.0,0.251,0.398,9,0
9768,0.26,2,0.139,5,0.6,2,10,4,0,1,0.0,0.0,0.398,0,0
9769,0.548,2,0.194,0,0.8,1,3,1,0,0,0.031,0.0,0.398,0,1
9770,0.836,2,0.066,7,0.2,0,8,0,0,1,0.0,0.0,0.347,21,0
9771,0.096,2,0.106,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
9772,0.301,2,0.105,5,0.6,0,0,0,0,1,0.0,0.0,0.398,0,0
9773,0.055,2,0.092,6,0.733,0,5,3,0,0,0.0,0.0,0.398,0,0
9774,0.233,2,0.225,1,0.533,4,0,0,0,0,0.0,0.0,0.398,0,1
9775,0.068,2,0.274,5,0.6,0,5,4,0,1,0.0,0.0,0.316,0,0
9776,0.26,2,0.019,5,0.6,2,0,4,0,1,0.0,0.0,0.398,0,0
9777,0.603,2,0.018,5,0.6,1,5,1,0,0,0.0,0.0,0.398,0,1
9779,0.342,2,0.161,5,0.6,4,4,4,1,1,0.0,0.0,0.204,19,0
9780,0.438,3,0.062,9,0.667,1,10,1,2,0,0.0,0.0,0.398,0,1
9781,0.562,2,0.026,9,0.667,1,10,1,0,0,0.0,0.0,0.398,0,0
9782,0.274,4,0.12,5,0.6,1,11,1,0,0,0.0,0.0,0.602,0,0
9783,0.301,2,0.113,1,0.533,0,9,0,0,0,0.047,0.0,0.439,0,0
9784,0.11,2,0.194,5,0.6,4,0,5,1,1,0.0,0.0,0.398,2,0
9786,0.178,2,0.028,0,0.8,1,0,1,0,0,0.0,0.0,0.398,0,0
9788,0.26,1,0.184,1,0.533,1,10,1,0,0,0.029,0.0,0.398,0,0
9789,0.082,2,0.127,1,0.533,0,10,0,0,0,0.0,0.0,0.653,0,0
9790,0.466,2,0.076,5,0.6,1,0,2,1,1,0.0,0.0,0.347,2,0
9791,0.521,2,0.16,1,0.533,1,6,1,0,0,0.0,0.0,0.602,0,0
9792,0.247,2,0.058,0,0.8,0,5,0,0,0,0.0,0.0,0.5,0,0
9793,0.384,0,0.055,3,0.867,1,0,1,0,0,0.0,0.0,0.398,3,0
9794,0.26,2,0.066,0,0.8,1,3,1,0,0,0.0,0.0,0.48,0,1
9795,0.205,4,0.098,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
9796,0.301,2,0.041,1,0.533,1,1,1,0,0,0.0,0.0,0.551,0,0
9797,0.411,5,0.105,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
9798,0.438,2,0.01,5,0.6,1,1,1,0,0,0.0,0.0,0.449,0,1
9800,0.37,2,0.481,5,0.6,4,8,0,1,0,0.0,0.0,0.398,0,0
9801,0.26,2,0.118,5,0.6,1,1,1,0,0,0.0,0.0,0.5,0,1
9802,0.315,2,0.089,5,0.6,2,10,4,1,1,0.0,0.0,0.296,0,0
9803,0.0,2,0.027,12,0.333,0,4,3,0,1,0.0,0.0,0.051,0,0
9804,0.014,2,0.111,1,0.533,0,5,3,0,1,0.0,0.0,0.378,0,0
9805,0.178,5,0.117,5,0.6,1,1,2,0,1,0.0,0.0,0.245,0,0
9806,0.671,2,0.036,1,0.533,6,13,0,0,1,0.0,0.0,0.5,7,0
9807,0.575,2,0.214,0,0.8,0,10,0,0,0,0.0,0.0,0.5,0,0
9808,0.178,4,0.228,1,0.533,1,0,1,1,0,0.0,0.0,0.398,0,0
9809,0.452,2,0.014,1,0.533,1,7,1,0,0,0.0,0.0,0.5,0,0
9810,0.096,2,0.337,1,0.533,0,4,3,0,1,0.0,0.0,0.245,0,0
9811,0.151,2,0.01,10,0.933,1,3,1,2,0,0.0,0.0,1.0,11,0
9812,0.37,4,0.047,3,0.867,1,3,2,0,1,0.0,0.0,0.398,0,1
9813,0.11,2,0.201,9,0.667,0,3,0,0,0,0.0,0.0,0.398,0,0
9814,0.384,2,0.119,3,0.867,1,1,1,0,0,0.0,0.0,0.5,0,1
9815,0.041,2,0.143,1,0.533,0,6,0,0,0,0.0,0.0,0.398,0,0
9816,0.685,2,0.142,9,0.667,2,3,4,0,1,0.0,0.0,0.398,0,0
9817,0.315,1,0.074,10,0.933,1,3,1,0,0,0.0,0.0,0.449,0,1
9818,0.479,3,0.181,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
9819,0.233,2,0.227,8,1.0,0,3,0,0,0,0.0,0.0,0.5,0,1
9820,0.274,4,0.162,6,0.733,1,3,1,0,0,0.0,0.0,0.449,8,1
9821,0.0,5,0.088,12,0.333,0,4,3,0,0,0.0,0.0,0.031,0,0
9822,0.11,2,0.03,9,0.667,1,5,2,0,1,0.0,0.0,0.418,0,1
9823,0.247,4,0.101,0,0.8,2,3,0,0,0,0.0,0.0,0.398,5,0
9824,0.63,2,0.01,3,0.867,2,1,0,0,1,0.0,0.0,0.398,0,1
9825,0.288,4,0.048,5,0.6,0,0,3,3,1,0.0,0.0,0.398,0,0
9826,0.219,2,0.114,0,0.8,1,0,1,0,0,0.0,0.0,0.602,10,1
9827,0.466,4,0.071,3,0.867,1,3,2,0,1,0.0,0.0,0.398,0,1
9828,0.644,0,0.138,8,1.0,1,3,1,0,0,0.0,0.0,0.5,13,1
9829,0.452,5,0.13,5,0.6,2,11,0,0,0,0.0,0.0,0.398,0,0
9830,0.014,2,0.246,12,0.333,0,6,0,0,0,0.0,0.0,0.561,0,0
9831,0.685,2,0.014,3,0.867,0,3,0,0,0,0.0,0.0,1.0,0,0
9832,0.397,2,0.113,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
9833,0.589,1,0.084,0,0.8,1,7,1,0,0,0.0,0.0,0.5,0,0
9834,0.164,2,0.122,1,0.533,0,8,0,0,1,0.0,0.0,0.398,0,0
9835,0.178,2,0.061,5,0.6,0,4,3,1,1,0.0,0.0,0.398,0,0
9836,0.534,0,0.028,8,1.0,1,3,0,2,0,0.029,0.0,0.398,26,0
9837,0.164,2,0.125,1,0.533,1,2,2,0,1,0.0,0.0,0.398,4,1
9838,0.274,2,0.16,0,0.8,0,0,4,1,1,0.0,0.0,0.265,0,0
9839,0.521,2,0.143,15,0.067,2,13,4,0,1,0.0,0.0,0.296,1,0
9840,0.096,2,0.167,1,0.533,0,0,0,0,1,0.0,0.0,0.296,0,0
9841,0.055,2,0.196,1,0.533,0,10,0,0,0,0.0,0.0,0.347,4,0
9842,0.397,5,0.179,0,0.8,1,5,1,0,0,0.0,0.0,0.704,0,1
9843,0.11,2,0.26,14,0.467,1,8,5,4,0,0.0,0.0,0.398,4,0
9844,0.315,2,0.105,1,0.533,0,10,3,0,0,0.0,0.0,0.276,0,0
9845,0.082,2,0.021,5,0.6,4,5,3,0,1,0.0,0.0,0.398,0,0
9846,0.356,1,0.202,5,0.6,0,6,0,1,0,0.0,0.0,0.296,0,0
9847,0.164,1,0.12,5,0.6,1,10,1,3,0,0.0,0.341,0.602,0,1
9848,0.575,2,0.141,12,0.333,6,4,5,2,1,0.0,0.0,0.398,11,0
9850,0.151,2,0.064,1,0.533,0,1,3,0,0,0.0,0.0,0.316,0,0
9851,0.0,2,0.19,2,0.4,0,0,3,0,1,0.0,0.0,0.143,0,0
9852,0.493,2,0.089,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,1
9853,0.068,2,0.136,11,0.133,0,13,5,0,1,0.0,0.0,0.398,22,0
9854,0.63,2,0.059,1,0.533,3,10,0,0,0,0.0,0.0,0.398,0,0
9855,0.205,2,0.121,3,0.867,1,5,2,0,1,0.0,0.0,0.449,0,1
9856,0.315,4,0.15,1,0.533,0,0,4,1,1,0.0,0.0,0.347,0,0
9857,0.603,1,0.056,10,0.933,1,3,1,0,0,0.0,0.0,0.5,7,1
9858,0.247,2,0.313,1,0.533,0,10,0,0,0,0.0,0.323,0.398,0,0
9859,0.356,1,0.233,0,0.8,1,1,1,2,0,0.0,0.0,0.5,11,0
9861,0.425,1,0.085,5,0.6,2,10,0,0,0,0.0,0.0,0.398,0,0
9862,0.534,0,0.088,0,0.8,6,3,0,0,1,0.0,0.0,0.398,0,0
9863,0.466,3,0.1,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
9864,0.233,2,0.121,5,0.6,0,10,0,0,0,0.0,0.0,0.398,0,0
9865,0.37,2,0.037,5,0.6,1,5,1,2,0,0.0,0.437,0.398,0,1
9867,0.274,2,0.145,5,0.6,1,5,1,0,0,0.0,0.0,0.439,0,1
9868,0.26,2,0.013,0,0.8,1,1,1,0,0,0.0,0.454,0.398,0,1
9869,0.233,2,0.146,5,0.6,4,8,0,4,0,0.0,0.0,0.398,0,0
9870,0.082,2,0.048,5,0.6,0,5,3,0,1,0.0,0.0,0.245,0,0
9871,0.63,3,0.06,3,0.867,2,3,0,0,0,0.0,0.0,0.398,0,1
9873,0.411,4,0.184,3,0.867,1,1,1,0,0,0.0,0.454,0.408,0,1
9874,0.521,5,0.133,1,0.533,2,5,4,0,1,0.0,0.0,0.5,0,1
9875,0.192,4,0.216,0,0.8,0,11,3,1,0,0.0,0.0,0.48,0,0
9876,0.137,2,0.181,5,0.6,2,4,0,0,0,0.0,0.0,0.398,0,0
9877,0.562,2,0.093,0,0.8,2,0,0,0,1,0.141,0.0,0.398,0,1
9878,0.151,4,0.117,5,0.6,1,11,1,0,0,0.0,0.0,0.48,0,0
9879,0.479,2,0.078,7,0.2,2,8,0,0,1,0.0,0.0,0.643,0,0
9880,0.192,3,0.253,1,0.533,1,0,1,1,0,0.0,0.0,0.5,0,0
9881,0.493,2,0.071,5,0.6,2,0,4,0,1,0.0,0.0,0.378,0,0
9882,0.356,2,0.141,5,0.6,2,9,0,0,1,0.0,0.0,0.5,0,0
9883,0.356,4,0.07,1,0.533,3,7,4,1,0,0.0,0.0,0.398,0,0
9884,0.452,5,0.111,3,0.867,2,1,0,0,0,0.0,0.0,0.806,0,1
9886,0.274,2,0.045,2,0.4,1,4,1,0,0,0.0,0.0,0.398,0,0
9887,0.123,2,0.077,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
9888,0.068,2,0.073,2,0.4,0,5,0,0,1,0.0,0.0,0.398,0,0
9889,0.068,2,0.14,5,0.6,1,5,1,0,0,0.0,0.0,0.551,0,0
9890,0.575,2,0.175,5,0.6,1,10,1,0,0,0.15,0.0,0.5,0,1
9891,0.178,2,0.155,5,0.6,1,8,1,0,0,0.0,0.0,0.398,0,0
9892,0.096,2,0.245,1,0.533,4,4,0,0,1,0.0,0.0,0.551,0,0
9893,0.178,2,0.137,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
9894,0.452,4,0.127,0,0.8,2,11,0,0,0,0.0,0.0,0.398,0,1
9895,0.288,2,0.297,14,0.467,1,4,1,0,0,0.039,0.0,0.398,0,0
9896,0.164,2,0.072,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
9897,0.808,2,0.054,1,0.533,1,5,1,0,0,0.014,0.0,0.235,0,0
9898,0.055,2,0.118,9,0.667,0,10,4,0,0,0.0,0.0,0.398,0,0
9899,0.658,2,0.156,5,0.6,6,4,4,0,1,0.0,0.0,0.235,0,0
9900,0.356,2,0.192,1,0.533,1,1,1,0,0,0.0,0.0,0.449,0,1
9901,0.164,2,0.011,0,0.8,1,3,2,0,1,0.0,0.0,0.235,0,0
9902,0.205,2,0.135,0,0.8,0,5,0,0,0,0.0,0.0,0.449,0,0
9903,0.274,2,0.162,6,0.733,1,1,1,0,0,0.0,0.0,0.653,0,1
9904,0.644,2,0.315,1,0.533,1,1,1,0,0,0.0,0.0,0.153,0,0
9905,0.438,2,0.094,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
9906,0.37,2,0.122,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
9908,0.233,2,0.155,0,0.8,1,1,1,0,0,0.077,0.0,0.398,0,1
9909,0.247,2,0.27,5,0.6,1,1,1,0,0,0.0,0.0,0.357,0,0
9910,0.493,2,0.121,5,0.6,2,0,0,0,1,0.0,0.0,0.429,0,0
9911,0.096,2,0.096,9,0.667,0,5,4,2,0,0.0,0.0,0.5,27,0
9912,0.192,2,0.132,5,0.6,2,0,4,0,1,0.0,0.0,0.398,0,0
9913,0.11,2,0.011,5,0.6,1,6,1,0,0,0.0,0.0,0.378,0,0
9914,0.26,2,0.279,1,0.533,1,8,1,0,0,0.0,0.0,0.449,0,0
9915,0.164,2,0.074,5,0.6,0,5,0,0,0,0.0,0.0,0.602,0,0
9916,0.274,2,0.092,1,0.533,1,6,1,0,0,0.0,0.0,0.5,0,1
9917,0.342,1,0.142,8,1.0,0,3,0,0,1,0.0,0.0,0.449,0,0
9918,0.178,2,0.092,1,0.533,2,10,0,0,1,0.0,0.0,0.398,0,0
9919,0.205,5,0.139,5,0.6,0,1,0,0,0,0.0,0.0,0.704,1,0
9920,0.411,1,0.067,0,0.8,0,1,0,1,0,0.105,0.0,0.449,0,1
9921,0.37,2,0.049,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,1
9922,0.027,2,0.066,1,0.533,0,5,3,0,0,0.0,0.0,0.398,0,0
9923,0.068,2,0.058,1,0.533,1,1,1,0,0,0.0,0.0,0.48,0,0
9924,0.466,2,0.127,4,0.267,1,10,1,0,0,0.0,0.0,0.5,0,1
9925,0.712,2,0.074,1,0.533,1,10,1,0,0,0.0,0.0,0.153,0,0
9928,0.219,1,0.236,1,0.533,0,3,0,0,0,0.0,0.0,0.398,0,0
9929,0.068,4,0.262,5,0.6,0,0,0,0,1,0.0,0.0,0.551,0,0
9930,0.219,2,0.225,0,0.8,0,9,0,0,1,0.0,0.0,0.449,0,1
9931,0.041,3,0.028,5,0.6,0,0,5,0,1,0.0,0.0,0.398,0,0
9932,0.151,1,0.127,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
9933,0.11,2,0.119,1,0.533,0,2,0,0,1,0.0,0.0,0.398,0,0
9934,0.137,2,0.111,1,0.533,0,4,0,0,0,0.0,0.0,0.48,0,0
9935,0.068,2,0.201,1,0.533,0,6,3,0,0,0.0,0.0,0.398,0,0
9936,0.685,1,0.018,1,0.533,1,7,1,0,0,0.0,0.0,0.347,0,0
9937,0.192,5,0.025,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,0
9939,0.356,3,0.212,10,0.933,1,3,1,2,0,0.0,0.0,0.5,3,1
9940,0.219,2,0.075,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
9941,0.274,1,0.196,1,0.533,1,3,2,0,1,0.0,0.0,0.347,0,1
9942,0.137,2,0.222,1,0.533,1,6,1,1,0,0.0,0.0,0.602,0,0
9943,0.26,2,0.111,5,0.6,0,6,0,0,0,0.0,0.0,0.398,0,0
9944,0.219,2,0.126,6,0.733,2,5,0,0,1,0.0,0.0,0.449,0,0
9945,0.63,2,0.136,0,0.8,1,5,1,0,0,0.15,0.0,0.398,10,1
9946,0.425,2,0.107,0,0.8,2,4,4,0,1,0.0,0.0,0.561,0,1
9947,0.11,2,0.237,1,0.533,0,2,5,0,0,0.0,0.0,0.449,0,0
9948,0.329,1,0.225,1,0.533,1,4,1,0,0,0.0,0.0,0.092,0,0
9949,0.123,2,0.084,1,0.533,0,4,0,0,0,0.0,0.0,0.398,0,0
9950,0.082,2,0.11,5,0.6,0,0,3,1,1,0.0,0.0,0.398,0,0
9951,0.219,0,0.04,1,0.533,0,4,4,1,1,0.018,0.0,0.398,0,0
9952,0.178,0,0.084,3,0.867,1,3,1,2,0,0.0,0.0,0.163,18,0
9953,0.685,1,0.232,1,0.533,6,4,0,0,1,0.0,0.0,0.194,0,0
9954,0.205,2,0.079,1,0.533,1,5,1,0,0,0.0,0.0,0.551,0,1
9955,0.425,1,0.237,1,0.533,2,10,0,0,0,0.0,0.0,0.602,0,1
9956,0.466,2,0.024,1,0.533,6,4,0,0,1,0.0,0.0,0.235,0,0
9957,0.301,2,0.093,3,0.867,0,5,0,2,0,0.0,0.0,0.398,26,0
9958,0.315,5,0.058,0,0.8,1,3,1,0,0,0.0,0.0,0.602,0,0
9959,0.315,2,0.191,1,0.533,1,6,1,1,0,0.0,0.0,0.398,0,1
9960,0.027,2,0.146,1,0.533,0,8,5,0,0,0.0,0.0,0.398,4,0
9961,0.151,2,0.097,1,0.533,2,2,4,0,1,0.0,0.0,0.357,0,0
9962,0.411,2,0.217,0,0.8,1,3,1,0,0,0.0,0.0,0.602,0,1
9963,0.041,2,0.188,5,0.6,0,3,0,0,1,0.0,0.0,0.194,0,0
9964,0.329,2,0.07,1,0.533,6,1,5,0,0,0.009,0.0,0.398,0,0
9965,0.164,2,0.007,5,0.6,1,4,2,3,1,0.0,0.0,0.398,0,0
9966,0.315,2,0.177,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
9967,0.603,2,0.148,1,0.533,6,1,0,0,1,0.0,0.0,0.398,0,0
9968,0.11,2,0.204,2,0.4,0,10,0,0,0,0.0,0.0,0.398,4,0
9969,0.123,2,0.068,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
9970,0.356,2,0.101,0,0.8,0,0,0,0,1,0.0,0.0,0.398,0,0
9971,0.0,2,0.105,7,0.2,0,10,0,0,0,0.0,0.0,0.449,0,0
9972,0.356,4,0.088,3,0.867,2,3,4,1,1,0.096,0.0,0.398,0,1
9973,0.767,2,0.156,1,0.533,1,8,1,0,0,0.035,0.0,0.398,7,0
9974,0.397,4,0.066,5,0.6,2,8,3,0,1,0.0,0.0,0.398,0,0
9975,0.027,2,0.038,5,0.6,0,4,3,0,0,0.0,0.0,0.194,0,0
9976,0.274,2,0.189,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
9977,0.123,2,0.06,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,0
9978,0.411,2,0.094,1,0.533,2,5,3,0,0,0.0,0.431,0.398,0,0
9979,0.411,4,0.186,3,0.867,0,3,0,0,0,0.0,0.0,0.398,0,0
9980,0.164,2,0.069,0,0.8,0,3,0,0,0,0.0,0.0,0.398,0,0
9981,0.164,2,0.154,1,0.533,0,0,0,0,1,0.0,0.0,0.398,0,0
9982,0.219,2,0.269,0,0.8,1,1,3,0,0,0.0,0.0,0.551,0,0
9983,0.041,2,0.118,1,0.533,0,6,5,0,0,0.0,0.0,0.398,0,0
9984,0.151,2,0.071,12,0.333,1,10,2,4,1,0.0,0.0,0.48,24,0
9986,0.329,0,0.107,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,0
9988,0.356,2,0.095,0,0.8,1,5,1,0,0,0.0,0.0,0.5,0,0
9989,0.247,2,0.117,4,0.267,1,2,1,0,0,0.0,0.0,0.459,0,0
9990,0.014,2,0.121,14,0.467,0,4,3,0,1,0.0,0.0,0.245,0,0
9991,0.521,0,0.22,5,0.6,2,0,0,0,0,0.0,0.0,0.398,0,0
9992,0.37,2,0.124,1,0.533,2,8,3,1,1,0.0,0.0,0.398,0,0
9993,0.644,2,0.033,1,0.533,6,13,0,0,1,0.0,0.0,0.143,0,0
9994,0.233,1,0.11,9,0.667,1,10,1,0,0,0.0,0.0,0.755,0,0
9995,0.288,2,0.045,5,0.6,1,5,1,0,0,0.0,0.0,0.602,0,1
9996,0.11,2,0.276,1,0.533,0,4,3,0,1,0.0,0.0,0.071,0,0
9997,0.055,2,0.208,5,0.6,0,6,3,1,0,0.0,0.0,0.398,0,0
9998,0.274,2,0.077,15,0.067,1,4,1,0,0,0.0,0.0,0.531,4,0
9999,0.301,2,0.196,5,0.6,2,5,4,0,1,0.0,0.0,0.398,0,0
10000,0.233,2,0.073,5,0.6,2,0,0,0,1,0.0,0.0,0.5,0,0
10001,0.082,2,0.173,0,0.8,0,1,0,0,1,0.0,0.0,0.449,0,0
10002,0.507,2,0.166,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
10003,0.438,5,0.136,3,0.867,4,1,0,0,0,0.0,0.0,0.704,0,1
10004,0.11,2,0.197,1,0.533,1,0,2,0,1,0.0,0.0,0.398,0,0
10005,0.466,2,0.076,6,0.733,1,5,1,0,0,0.0,0.0,0.5,0,0
10006,0.164,2,0.098,1,0.533,0,7,4,0,0,0.0,0.0,0.347,0,0
10007,0.137,0,0.367,0,0.8,1,11,2,1,1,0.0,0.0,0.48,0,0
10008,0.493,2,0.022,1,0.533,1,13,5,0,1,0.0,0.0,0.398,0,0
10009,0.699,2,0.085,0,0.8,1,3,1,0,0,0.0,0.0,0.551,0,1
10010,0.534,2,0.148,1,0.533,1,5,1,0,0,0.0,0.0,0.398,0,1
10012,0.096,2,0.004,1,0.533,2,5,4,3,1,0.0,0.0,0.48,0,0
10014,0.096,2,0.117,5,0.6,0,5,3,0,1,0.0,0.0,0.398,0,0
10017,0.329,4,0.089,3,0.867,1,1,1,0,0,0.0,0.0,0.551,0,0
10018,0.384,2,0.101,1,0.533,0,5,3,0,1,0.0,0.0,0.184,0,0
10019,0.247,2,0.108,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
10020,0.055,2,0.149,1,0.533,0,2,0,0,0,0.0,0.0,0.398,0,0
10021,0.384,2,0.101,2,0.4,4,0,4,1,1,0.0,0.0,0.245,0,0
10022,0.014,2,0.074,2,0.4,0,5,0,0,1,0.0,0.0,0.296,0,0
10023,0.438,2,0.062,0,0.8,0,13,0,0,0,0.0,0.0,0.245,0,0
10024,0.438,2,0.114,9,0.667,4,3,3,0,1,0.0,0.0,0.357,0,0
10025,0.384,4,0.06,0,0.8,1,3,1,0,0,0.0,0.0,0.367,0,0
10026,0.137,2,0.04,1,0.533,0,2,5,2,0,0.0,0.0,0.398,0,0
10027,0.151,2,0.096,5,0.6,1,1,1,2,0,0.0,0.0,0.398,11,0
10028,0.247,2,0.164,0,0.8,1,3,1,0,0,0.0,0.0,0.449,0,1
10029,0.219,2,0.109,5,0.6,0,8,0,0,0,0.0,0.0,0.398,0,0
10030,0.247,2,0.066,2,0.4,1,5,1,0,0,0.0,0.0,0.347,0,0
10031,0.027,2,0.132,1,0.533,0,10,5,0,0,0.0,0.0,0.398,0,0
10032,0.219,2,0.074,5,0.6,0,4,0,0,1,0.0,0.0,0.276,0,0
10033,0.151,2,0.014,1,0.533,2,5,0,3,0,0.141,0.0,0.398,0,1
10034,0.438,2,0.031,5,0.6,3,0,0,0,1,0.0,0.0,0.398,0,0
10036,0.301,5,0.077,5,0.6,1,3,1,0,0,0.0,0.0,0.245,0,0
10037,0.068,2,0.138,1,0.533,4,0,4,0,1,0.0,0.0,0.398,0,0
10038,0.342,2,0.053,12,0.333,1,10,1,0,0,0.0,0.0,0.398,0,0
10039,0.068,2,0.116,5,0.6,0,0,3,0,0,0.0,0.0,0.398,0,0
10040,0.014,2,0.112,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
10041,0.438,4,0.06,4,0.267,6,2,4,0,0,0.0,0.512,0.398,0,1
10042,0.219,5,0.182,8,1.0,1,3,1,0,0,0.0,0.0,0.398,1,1
10043,0.151,2,0.056,1,0.533,1,10,1,0,0,0.0,0.0,0.449,0,0
10044,0.342,2,0.123,7,0.2,3,3,5,0,0,0.0,0.0,0.347,5,0
10045,0.041,2,0.029,5,0.6,0,4,3,0,0,0.022,0.0,0.245,0,0
10046,0.452,4,0.057,5,0.6,1,11,1,0,0,0.0,0.0,0.48,0,0
10047,0.205,2,0.222,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,1
10048,0.192,3,0.134,1,0.533,4,2,4,0,1,0.0,0.0,0.398,0,0
10049,0.164,2,0.126,9,0.667,0,4,0,1,0,0.0,0.0,0.398,0,0
10050,0.397,3,0.12,5,0.6,1,4,1,0,0,0.0,0.0,0.398,0,0
10051,0.205,5,0.121,8,1.0,0,3,0,0,0,0.0,0.0,0.776,0,0
10052,0.603,2,0.122,1,0.533,6,0,4,0,1,0.0,0.0,0.235,0,0
10053,0.356,1,0.144,2,0.4,1,10,1,0,0,0.0,0.0,0.551,0,0
10054,0.247,2,0.226,1,0.533,0,2,0,0,1,0.0,0.0,0.398,0,0
10055,0.301,0,0.094,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,0
10057,0.342,1,0.107,5,0.6,1,7,1,0,0,0.0,0.0,0.602,0,0
10058,0.082,2,0.125,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
10059,0.205,2,0.147,0,0.8,1,5,1,0,0,0.0,0.0,0.449,0,0
