,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1373,0,0.73,0.706,0.15,0.399,0.322,0.397,0.297,0.321
1374,0,0.73,0.714,0.155,0.395,0.299,0.42,0.297,0.286
1375,1,0.73,0.706,0.137,0.394,0.325,0.278,0.352,0.321
1376,0,0.736,0.765,0.155,0.453,0.384,0.313,0.387,0.321
1377,0,0.736,0.739,0.159,0.444,0.387,0.334,0.352,0.393
1378,1,0.736,0.748,0.133,0.457,0.4,0.412,0.351,0.321
1379,1,0.736,0.706,0.142,0.399,0.311,0.353,0.327,0.321
1380,0,0.743,0.672,0.15,0.383,0.333,0.308,0.312,0.286
1381,1,0.743,0.756,0.155,0.407,0.368,0.336,0.302,0.357
1382,1,0.743,0.773,0.142,0.447,0.384,0.429,0.318,0.286
1383,1,0.743,0.714,0.137,0.426,0.394,0.314,0.316,0.393
1384,1,0.75,0.723,0.15,0.467,0.399,0.454,0.342,0.286
1385,2,0.75,0.756,0.159,0.45,0.405,0.388,0.312,0.357
1386,0,0.75,0.723,0.128,0.375,0.34,0.234,0.334,0.393
1387,2,0.75,0.706,0.128,0.375,0.347,0.288,0.278,0.321
1388,0,0.75,0.739,0.142,0.386,0.334,0.29,0.312,0.393
1389,0,0.757,0.731,0.142,0.389,0.358,0.245,0.343,0.321
1390,1,0.757,0.748,0.146,0.516,0.473,0.348,0.387,0.286
1391,1,0.757,0.739,0.155,0.428,0.475,0.358,0.32,0.286
1392,0,0.757,0.706,0.15,0.422,0.349,0.354,0.364,0.321
1393,0,0.757,0.765,0.137,0.349,0.272,0.296,0.307,0.321
1394,0,0.764,0.857,0.204,0.538,0.432,0.489,0.403,0.5
1395,0,0.764,0.79,0.159,0.464,0.326,0.394,0.405,0.321
1396,0,0.77,0.765,0.142,0.418,0.373,0.313,0.342,0.357
1397,0,0.77,0.748,0.173,0.495,0.414,0.462,0.37,0.321
1398,0,0.77,0.79,0.142,0.533,0.501,0.322,0.429,0.357
1399,1,0.777,0.756,0.146,0.41,0.321,0.36,0.346,0.357
1400,1,0.777,0.899,0.195,0.588,0.517,0.497,0.432,0.357
1401,0,0.777,0.79,0.155,0.543,0.461,0.471,0.402,0.357
1402,0,0.777,0.765,0.168,0.545,0.48,0.491,0.372,0.286
1403,1,0.777,0.765,0.15,0.554,0.487,0.459,0.388,0.321
1404,1,0.784,0.79,0.168,0.481,0.379,0.423,0.396,0.321
1405,0,0.784,0.807,0.181,0.582,0.491,0.473,0.457,0.429
1406,1,0.784,0.782,0.168,0.514,0.403,0.508,0.38,0.321
1407,0,0.784,0.731,0.155,0.48,0.429,0.386,0.362,0.321
1408,1,0.791,0.739,0.186,0.548,0.486,0.463,0.39,0.321
1409,1,0.791,0.773,0.15,0.473,0.413,0.411,0.355,0.321
1410,1,0.797,0.798,0.159,0.527,0.426,0.45,0.432,0.321
1411,1,0.804,0.798,0.199,0.552,0.423,0.641,0.37,0.357
1412,1,0.804,0.756,0.155,0.359,0.294,0.356,0.372,0.321
1413,0,0.811,0.824,0.164,0.615,0.588,0.412,0.466,0.429
1414,0,0.824,0.824,0.181,0.634,0.547,0.547,0.458,0.286
1415,1,0.838,0.857,0.168,0.624,0.501,0.525,0.494,0.357
1416,1,0.845,0.824,0.115,0.55,0.452,0.492,0.193,0.393
1417,0,0.851,0.857,0.456,0.782,0.744,0.64,0.509,0.321
1418,0,0.851,0.84,0.19,0.758,0.703,0.504,0.525,0.357
1419,1,0.851,0.866,0.159,0.543,0.645,0.552,0.427,0.393
1420,1,0.858,0.832,0.15,0.571,0.499,0.454,0.447,0.357
1421,1,0.872,0.874,0.15,0.684,0.613,0.512,0.507,0.429
1422,0,0.872,0.874,0.19,0.769,0.639,0.742,0.533,0.393
1423,1,0.878,0.916,0.177,0.614,0.468,0.471,0.591,0.357
1424,1,0.885,0.882,0.168,0.615,0.456,0.571,0.517,0.357
1425,1,0.892,0.857,0.181,0.753,0.638,0.605,0.562,0.393
1426,1,0.905,0.866,0.19,0.796,0.777,0.587,0.555,0.286
1427,1,0.912,0.933,0.208,0.888,0.828,0.683,0.608,0.464
1428,1,1.0,1.0,0.221,0.798,0.598,0.552,0.793,0.464
1429,2,0.088,0.084,0.031,0.004,0.003,0.003,0.002,0.071
1430,2,0.209,0.185,0.053,0.018,0.012,0.018,0.034,0.107
1431,2,0.392,0.353,0.119,0.078,0.07,0.061,0.059,0.214
1432,2,0.392,0.336,0.071,0.07,0.052,0.045,0.051,0.143
1433,2,0.399,0.361,0.084,0.081,0.088,0.053,0.06,0.179
1434,2,0.405,0.378,0.075,0.111,0.125,0.06,0.065,0.214
1435,2,0.419,0.412,0.08,0.087,0.082,0.057,0.066,0.143
1436,2,0.432,0.403,0.08,0.106,0.095,0.087,0.075,0.143
1437,2,0.439,0.395,0.097,0.116,0.126,0.059,0.081,0.179
1438,2,0.439,0.412,0.08,0.099,0.079,0.08,0.078,0.214
1439,2,0.446,0.429,0.084,0.121,0.119,0.084,0.084,0.25
1440,2,0.446,0.395,0.08,0.099,0.075,0.098,0.08,0.214
1441,2,0.446,0.412,0.093,0.107,0.097,0.08,0.079,0.179
1442,2,0.453,0.445,0.084,0.102,0.094,0.082,0.071,0.143
1443,0,0.459,0.437,0.102,0.137,0.135,0.085,0.101,0.286
1444,2,0.473,0.479,0.093,0.137,0.135,0.118,0.086,0.179
1445,2,0.48,0.479,0.093,0.155,0.16,0.097,0.106,0.179
1446,2,0.493,0.479,0.093,0.13,0.11,0.105,0.1,0.143
1447,0,0.493,0.445,0.106,0.161,0.163,0.12,0.101,0.25
1448,2,0.493,0.521,0.097,0.157,0.143,0.117,0.112,0.286
1449,0,0.507,0.471,0.111,0.158,0.145,0.165,0.108,0.179
1450,2,0.514,0.471,0.119,0.177,0.184,0.13,0.105,0.214
1451,2,0.52,0.504,0.097,0.154,0.132,0.126,0.123,0.25
1452,2,0.534,0.487,0.124,0.163,0.153,0.145,0.114,0.286
1453,2,0.534,0.496,0.111,0.152,0.127,0.153,0.116,0.179
1454,2,0.534,0.504,0.106,0.13,0.084,0.109,0.135,0.179
1455,0,0.541,0.529,0.111,0.229,0.233,0.178,0.14,0.25
1456,2,0.541,0.521,0.102,0.162,0.146,0.122,0.115,0.214
1457,1,0.541,0.521,0.102,0.2,0.188,0.153,0.132,0.214
1458,2,0.547,0.513,0.111,0.191,0.187,0.134,0.145,0.214
1459,2,0.554,0.546,0.106,0.167,0.139,0.141,0.145,0.179
1460,0,0.554,0.563,0.075,0.227,0.197,0.135,0.196,0.25
1461,0,0.554,0.529,0.115,0.186,0.166,0.138,0.153,0.179
1462,1,0.568,0.546,0.106,0.202,0.178,0.169,0.142,0.214
1463,0,0.581,0.555,0.093,0.195,0.16,0.163,0.153,0.286
1464,1,0.581,0.546,0.119,0.242,0.242,0.205,0.159,0.286
1465,2,0.595,0.571,0.111,0.196,0.181,0.126,0.168,0.25
1466,0,0.595,0.622,0.128,0.331,0.334,0.238,0.216,0.25
1467,2,0.595,0.58,0.111,0.199,0.167,0.163,0.168,0.214
1468,0,0.601,0.58,0.111,0.197,0.17,0.182,0.147,0.25
1469,0,0.608,0.58,0.124,0.254,0.247,0.19,0.171,0.25
1470,2,0.615,0.63,0.115,0.249,0.232,0.186,0.187,0.286
1471,0,0.615,0.58,0.111,0.268,0.267,0.198,0.173,0.25
1472,1,0.635,0.597,0.124,0.262,0.239,0.233,0.201,0.286
1473,1,0.642,0.63,0.124,0.297,0.252,0.286,0.192,0.25
1474,0,0.642,0.622,0.142,0.28,0.23,0.267,0.213,0.286
1475,1,0.655,0.63,0.133,0.309,0.304,0.211,0.218,0.25
1476,1,0.655,0.639,0.133,0.308,0.319,0.241,0.181,0.286
1477,0,0.669,0.655,0.133,0.349,0.338,0.272,0.247,0.25
1478,0,0.676,0.689,0.133,0.382,0.399,0.271,0.236,0.286
1479,0,0.676,0.681,0.146,0.324,0.269,0.324,0.236,0.25
1480,1,0.682,0.681,0.155,0.412,0.436,0.29,0.303,0.286
1481,1,0.682,0.639,0.124,0.337,0.319,0.284,0.207,0.286
1482,0,0.689,0.672,0.133,0.32,0.275,0.302,0.231,0.25
1483,0,0.696,0.647,0.133,0.308,0.26,0.282,0.243,0.25
1484,1,0.696,0.689,0.133,0.407,0.412,0.314,0.249,0.286
1485,1,0.696,0.681,0.128,0.35,0.304,0.29,0.273,0.25
1486,1,0.703,0.672,0.142,0.368,0.303,0.349,0.286,0.286
1487,0,0.709,0.672,0.137,0.334,0.293,0.274,0.248,0.25
1488,0,0.709,0.689,0.177,0.445,0.43,0.261,0.354,0.286
1489,1,0.716,0.723,0.146,0.336,0.304,0.253,0.274,0.357
1490,1,0.716,0.723,0.142,0.425,0.28,0.378,0.377,0.286
1491,1,0.716,0.773,0.15,0.456,0.403,0.387,0.329,0.286
1492,1,0.723,0.723,0.15,0.389,0.344,0.301,0.302,0.357
1493,2,0.73,0.706,0.115,0.298,0.237,0.251,0.249,0.25
1494,0,0.736,0.723,0.137,0.371,0.31,0.303,0.248,0.321
1495,1,0.736,0.639,0.137,0.358,0.32,0.31,0.273,0.25
1496,0,0.736,0.714,0.146,0.379,0.323,0.309,0.309,0.286
1497,0,0.743,0.782,0.155,0.499,0.464,0.423,0.344,0.321
1498,0,0.743,0.697,0.159,0.402,0.303,0.427,0.302,0.357
1499,0,0.75,0.697,0.128,0.389,0.349,0.342,0.274,0.286
1500,1,0.75,0.748,0.155,0.393,0.313,0.352,0.326,0.321
1501,0,0.75,0.672,0.133,0.4,0.323,0.361,0.302,0.286
1502,0,0.75,0.714,0.133,0.449,0.444,0.319,0.307,0.357
1503,1,0.75,0.731,0.199,0.472,0.457,0.34,0.322,0.321
1504,1,0.757,0.756,0.128,0.401,0.339,0.349,0.312,0.321
1505,0,0.757,0.765,0.164,0.463,0.365,0.418,0.374,0.25
1506,1,0.764,0.773,0.181,0.542,0.446,0.44,0.4,0.286
1507,1,0.77,0.773,0.155,0.547,0.472,0.48,0.412,0.321
1508,0,0.77,0.765,0.137,0.544,0.43,0.471,0.427,0.357
1509,1,0.77,0.756,0.146,0.466,0.369,0.396,0.332,0.357
1510,1,0.777,0.824,0.155,0.539,0.396,0.429,0.492,0.321
1511,0,0.777,0.773,0.155,0.519,0.455,0.4,0.397,0.321
1512,1,0.777,0.748,0.142,0.489,0.471,0.4,0.317,0.286
1513,0,0.777,0.723,0.124,0.415,0.319,0.32,0.213,0.25
1514,1,0.784,0.815,0.19,0.55,0.467,0.389,0.441,0.357
1515,0,0.784,0.765,0.19,0.631,0.597,0.539,0.417,0.357
1516,0,0.791,0.756,0.146,0.486,0.395,0.461,0.342,0.321
1517,1,0.797,0.773,0.159,0.491,0.399,0.426,0.392,0.321
1518,0,0.804,0.824,0.177,0.602,0.56,0.492,0.407,0.357
1519,0,0.804,0.765,0.155,0.54,0.437,0.589,0.342,0.321
1520,0,0.804,0.748,0.168,0.537,0.414,0.51,0.412,0.321
1521,1,0.818,0.748,0.164,0.616,0.515,0.428,0.465,0.393
1522,0,0.818,0.773,0.15,0.57,0.565,0.402,0.392,0.357
1523,0,0.831,0.79,0.177,0.631,0.616,0.437,0.458,0.393
1524,1,0.845,0.832,0.15,0.596,0.506,0.429,0.317,0.357
1525,0,0.845,0.84,0.177,0.657,0.49,0.482,0.591,0.357
1526,0,0.851,0.849,0.146,0.593,0.535,0.539,0.385,0.321
1527,0,0.872,0.857,0.177,0.745,0.683,0.477,0.491,0.393
1528,0,0.878,0.874,0.212,0.782,0.908,0.543,0.498,0.429
1529,0,0.899,0.866,0.159,0.662,0.612,0.562,0.443,0.321
1530,0,0.912,0.832,0.159,0.67,0.633,0.522,0.442,0.357
1531,2,0.182,0.193,0.04,0.016,0.012,0.014,0.011,0.143
1532,2,0.284,0.261,0.049,0.035,0.027,0.022,0.032,0.143
1533,2,0.297,0.269,0.062,0.042,0.031,0.02,0.039,0.179
1534,2,0.304,0.294,0.075,0.041,0.033,0.022,0.04,0.179
1535,2,0.311,0.286,0.08,0.051,0.042,0.044,0.04,0.179
1536,2,0.351,0.336,0.071,0.059,0.052,0.046,0.048,0.143
1537,2,0.372,0.345,0.066,0.063,0.06,0.032,0.053,0.143
1538,2,0.378,0.361,0.066,0.062,0.052,0.041,0.052,0.179
1539,2,0.378,0.345,0.08,0.07,0.047,0.065,0.056,0.214
1540,2,0.385,0.361,0.084,0.07,0.048,0.073,0.059,0.25
1541,2,0.385,0.37,0.066,0.077,0.066,0.057,0.064,0.214
1542,2,0.385,0.353,0.066,0.065,0.055,0.047,0.053,0.214
1543,2,0.392,0.361,0.075,0.078,0.062,0.068,0.064,0.214
1544,2,0.399,0.361,0.084,0.076,0.065,0.06,0.063,0.179
1545,2,0.405,0.378,0.071,0.076,0.062,0.121,0.068,0.214
1546,2,0.412,0.387,0.084,0.085,0.06,0.087,0.073,0.214
1547,2,0.412,0.395,0.088,0.083,0.072,0.051,0.08,0.179
1548,2,0.419,0.395,0.08,0.083,0.067,0.066,0.074,0.25
1549,2,0.419,0.378,0.084,0.09,0.079,0.077,0.068,0.214
1550,2,0.419,0.412,0.08,0.108,0.102,0.073,0.082,0.25
1551,2,0.426,0.412,0.08,0.089,0.071,0.069,0.078,0.214
1552,2,0.426,0.387,0.088,0.099,0.085,0.081,0.075,0.214
1553,2,0.426,0.395,0.088,0.078,0.063,0.061,0.071,0.214
1554,2,0.453,0.412,0.08,0.107,0.086,0.093,0.094,0.25
1555,2,0.453,0.412,0.08,0.098,0.094,0.075,0.073,0.25
1556,2,0.459,0.454,0.088,0.11,0.093,0.082,0.095,0.214
1557,2,0.473,0.454,0.097,0.112,0.09,0.063,0.088,0.25
1558,2,0.473,0.437,0.071,0.107,0.087,0.076,0.093,0.214
1559,2,0.486,0.471,0.088,0.116,0.086,0.092,0.108,0.214
1560,2,0.486,0.454,0.097,0.129,0.107,0.105,0.103,0.179
1561,2,0.507,0.479,0.084,0.114,0.092,0.084,0.103,0.25
1562,2,0.507,0.471,0.097,0.148,0.121,0.111,0.133,0.214
1563,2,0.514,0.513,0.102,0.161,0.14,0.112,0.145,0.321
1564,2,0.52,0.496,0.097,0.141,0.118,0.109,0.119,0.214
1565,2,0.52,0.504,0.097,0.15,0.135,0.106,0.128,0.214
1566,2,0.527,0.529,0.106,0.154,0.126,0.107,0.145,0.286
1567,2,0.527,0.487,0.097,0.138,0.122,0.096,0.118,0.25
1568,2,0.534,0.504,0.111,0.176,0.141,0.129,0.153,0.25
1569,2,0.541,0.513,0.128,0.223,0.189,0.18,0.188,0.25
1570,0,0.541,0.513,0.088,0.151,0.131,0.13,0.11,0.214
1571,2,0.541,0.513,0.111,0.173,0.137,0.171,0.123,0.25
1572,2,0.547,0.529,0.111,0.167,0.12,0.136,0.173,0.286
1573,2,0.547,0.529,0.106,0.189,0.168,0.149,0.148,0.25
1574,0,0.547,0.504,0.142,0.164,0.148,0.139,0.237,0.25
1575,2,0.554,0.538,0.115,0.213,0.197,0.169,0.158,0.214
1576,2,0.561,0.538,0.102,0.163,0.137,0.124,0.141,0.25
1577,2,0.561,0.58,0.119,0.22,0.203,0.169,0.167,0.25
1578,2,0.568,0.529,0.111,0.166,0.139,0.119,0.148,0.25
1579,2,0.568,0.58,0.093,0.213,0.168,0.166,0.188,0.25
1580,2,0.574,0.58,0.106,0.217,0.175,0.188,0.191,0.25
1581,2,0.574,0.563,0.106,0.21,0.164,0.193,0.171,0.25
1582,2,0.574,0.538,0.124,0.197,0.159,0.177,0.167,0.286
1583,2,0.588,0.571,0.115,0.213,0.188,0.188,0.16,0.214
1584,1,0.595,0.538,0.097,0.214,0.201,0.172,0.148,0.179
1585,2,0.595,0.513,0.111,0.167,0.121,0.164,0.136,0.286
1586,2,0.595,0.496,0.093,0.167,0.143,0.161,0.126,0.321
1587,2,0.595,0.571,0.111,0.234,0.215,0.184,0.168,0.25
1588,2,0.595,0.563,0.111,0.201,0.159,0.166,0.183,0.25
1589,2,0.601,0.597,0.128,0.228,0.199,0.209,0.163,0.286
1590,2,0.601,0.563,0.115,0.196,0.158,0.144,0.187,0.214
1591,0,0.608,0.605,0.128,0.299,0.236,0.215,0.285,0.25
1592,2,0.608,0.563,0.106,0.234,0.209,0.193,0.176,0.286
1593,2,0.608,0.546,0.119,0.217,0.175,0.209,0.173,0.25
1594,2,0.608,0.58,0.124,0.231,0.204,0.21,0.167,0.214
1595,0,0.608,0.58,0.137,0.25,0.189,0.211,0.223,0.286
1596,2,0.615,0.613,0.106,0.211,0.171,0.185,0.175,0.214
1597,2,0.615,0.63,0.119,0.221,0.164,0.191,0.211,0.321
1598,2,0.615,0.58,0.128,0.196,0.129,0.171,0.193,0.286
1599,2,0.615,0.613,0.115,0.296,0.251,0.219,0.247,0.357
1600,2,0.622,0.58,0.115,0.232,0.19,0.213,0.173,0.214
1601,2,0.628,0.63,0.15,0.295,0.25,0.238,0.238,0.286
1602,2,0.628,0.622,0.124,0.262,0.215,0.183,0.248,0.286
1603,2,0.628,0.63,0.124,0.29,0.264,0.226,0.227,0.286
1604,0,0.628,0.672,0.124,0.344,0.281,0.335,0.267,0.321
1605,2,0.628,0.613,0.124,0.222,0.168,0.154,0.233,0.286
1606,2,0.628,0.622,0.115,0.254,0.198,0.222,0.223,0.321
1607,2,0.628,0.622,0.119,0.242,0.233,0.203,0.211,0.25
1608,2,0.635,0.58,0.115,0.242,0.22,0.191,0.178,0.286
1609,2,0.635,0.538,0.106,0.192,0.159,0.151,0.17,0.25
1610,2,0.635,0.613,0.111,0.253,0.24,0.147,0.218,0.25
1611,0,0.642,0.639,0.124,0.269,0.219,0.221,0.257,0.321
1612,2,0.642,0.622,0.133,0.226,0.18,0.176,0.215,0.286
1613,2,0.642,0.613,0.119,0.288,0.268,0.195,0.228,0.393
1614,2,0.642,0.605,0.128,0.276,0.25,0.21,0.219,0.25
1615,2,0.642,0.622,0.133,0.271,0.227,0.231,0.208,0.25
1616,2,0.649,0.571,0.115,0.197,0.149,0.163,0.168,0.286
1617,2,0.649,0.639,0.124,0.27,0.265,0.197,0.204,0.25
1618,2,0.649,0.681,0.128,0.318,0.258,0.207,0.274,0.357
1619,2,0.655,0.655,0.133,0.291,0.247,0.246,0.234,0.321
1620,2,0.655,0.647,0.115,0.256,0.234,0.196,0.198,0.25
1621,0,0.655,0.622,0.119,0.3,0.219,0.29,0.262,0.321
1622,2,0.662,0.613,0.137,0.262,0.208,0.244,0.229,0.286
1623,1,0.662,0.647,0.133,0.305,0.292,0.196,0.268,0.286
1624,0,0.662,0.647,0.111,0.283,0.241,0.24,0.213,0.286
1625,0,0.662,0.63,0.133,0.294,0.285,0.228,0.217,0.321
1626,1,0.669,0.664,0.119,0.276,0.224,0.243,0.208,0.25
1627,0,0.669,0.664,0.124,0.281,0.227,0.194,0.243,0.286
1628,2,0.669,0.639,0.15,0.3,0.268,0.218,0.248,0.286
1629,2,0.669,0.63,0.128,0.294,0.237,0.189,0.279,0.321
1630,2,0.669,0.655,0.137,0.306,0.248,0.224,0.278,0.286
1631,2,0.669,0.655,0.128,0.262,0.205,0.226,0.18,0.393
1632,0,0.676,0.672,0.146,0.306,0.253,0.237,0.266,0.25
1633,2,0.676,0.622,0.119,0.281,0.244,0.257,0.237,0.321
1634,1,0.676,0.697,0.137,0.395,0.342,0.313,0.337,0.321
1635,2,0.676,0.664,0.111,0.276,0.22,0.247,0.233,0.286
1636,0,0.676,0.697,0.164,0.348,0.251,0.286,0.352,0.321
1637,1,0.676,0.689,0.173,0.352,0.28,0.325,0.467,0.25
1638,2,0.676,0.655,0.15,0.283,0.233,0.192,0.248,0.286
1639,2,0.676,0.664,0.119,0.285,0.242,0.231,0.252,0.321
1640,1,0.676,0.639,0.133,0.364,0.309,0.286,0.357,0.25
1641,0,0.676,0.655,0.142,0.296,0.269,0.26,0.237,0.286
1642,0,0.676,0.647,0.142,0.34,0.324,0.218,0.273,0.429
1643,1,0.682,0.639,0.133,0.295,0.287,0.199,0.228,0.25
1644,0,0.682,0.681,0.137,0.365,0.315,0.292,0.292,0.321
1645,0,0.682,0.63,0.115,0.282,0.245,0.227,0.226,0.321
1646,2,0.682,0.655,0.111,0.251,0.203,0.184,0.233,0.286
1647,1,0.689,0.655,0.124,0.323,0.289,0.29,0.251,0.321
1648,0,0.696,0.731,0.146,0.427,0.375,0.309,0.306,0.321
1649,2,0.696,0.664,0.128,0.361,0.287,0.352,0.263,0.321
1650,2,0.696,0.681,0.128,0.319,0.281,0.234,0.258,0.357
1651,1,0.703,0.639,0.133,0.318,0.28,0.223,0.263,0.25
1652,0,0.703,0.664,0.124,0.296,0.266,0.255,0.215,0.321
1653,0,0.703,0.664,0.128,0.339,0.311,0.271,0.251,0.321
1654,2,0.703,0.681,0.133,0.294,0.253,0.253,0.233,0.25
1655,1,0.709,0.681,0.137,0.344,0.286,0.269,0.297,0.25
1656,1,0.709,0.706,0.133,0.4,0.386,0.257,0.302,0.286
1657,0,0.709,0.714,0.146,0.324,0.277,0.258,0.27,0.286
1658,2,0.709,0.714,0.15,0.324,0.255,0.292,0.287,0.25
1659,1,0.709,0.714,0.159,0.376,0.302,0.323,0.322,0.321
1660,0,0.709,0.697,0.146,0.374,0.338,0.317,0.273,0.286
1661,0,0.709,0.697,0.142,0.422,0.378,0.4,0.261,0.321
1662,1,0.716,0.672,0.128,0.345,0.314,0.233,0.273,0.286
1663,0,0.716,0.706,0.128,0.312,0.257,0.25,0.268,0.25
1664,2,0.716,0.697,0.128,0.284,0.254,0.298,0.218,0.286
1665,1,0.716,0.714,0.124,0.35,0.318,0.308,0.238,0.25
1666,1,0.716,0.697,0.137,0.344,0.264,0.294,0.332,0.286
1667,1,0.716,0.756,0.159,0.507,0.489,0.347,0.428,0.357
1668,0,0.723,0.706,0.137,0.347,0.306,0.3,0.264,0.321
1669,1,0.723,0.689,0.142,0.379,0.324,0.33,0.278,0.321
1670,1,0.723,0.723,0.133,0.439,0.405,0.383,0.306,0.393
1671,0,0.723,0.697,0.142,0.361,0.301,0.308,0.292,0.286
1672,1,0.723,0.706,0.142,0.394,0.257,0.293,0.376,0.321
1673,2,0.723,0.689,0.111,0.326,0.293,0.25,0.258,0.286
1674,0,0.723,0.697,0.15,0.395,0.351,0.316,0.307,0.286
1675,1,0.723,0.723,0.159,0.452,0.385,0.375,0.352,0.214
1676,0,0.73,0.697,0.142,0.36,0.317,0.315,0.278,0.321
1677,0,0.73,0.706,0.155,0.433,0.405,0.343,0.308,0.286
1678,2,0.736,0.723,0.159,0.408,0.331,0.336,0.312,0.393
1679,1,0.736,0.773,0.137,0.469,0.449,0.342,0.332,0.393
1680,0,0.736,0.773,0.155,0.432,0.359,0.317,0.392,0.429
1681,1,0.736,0.815,0.146,0.403,0.335,0.32,0.354,0.357
1682,2,0.736,0.731,0.142,0.377,0.299,0.323,0.302,0.357
1683,1,0.736,0.714,0.159,0.432,0.391,0.354,0.31,0.393
1684,2,0.736,0.697,0.124,0.303,0.241,0.21,0.292,0.286
1685,2,0.736,0.664,0.119,0.327,0.24,0.298,0.294,0.321
1686,0,0.736,0.714,0.133,0.448,0.422,0.338,0.306,0.393
1687,1,0.736,0.714,0.155,0.368,0.311,0.292,0.297,0.286
1688,0,0.743,0.731,0.146,0.395,0.329,0.344,0.33,0.357
1689,0,0.743,0.706,0.142,0.383,0.336,0.309,0.308,0.321
1690,0,0.743,0.748,0.15,0.388,0.312,0.289,0.351,0.286
1691,2,0.743,0.697,0.137,0.423,0.432,0.27,0.312,0.393
1692,1,0.743,0.723,0.155,0.482,0.454,0.344,0.368,0.321
1693,2,0.743,0.723,0.133,0.369,0.294,0.377,0.276,0.286
1694,0,0.75,0.756,0.15,0.386,0.31,0.35,0.297,0.286
1695,1,0.75,0.748,0.159,0.423,0.345,0.305,0.397,0.25
1696,0,0.75,0.731,0.15,0.415,0.353,0.359,0.336,0.357
1697,0,0.75,0.723,0.146,0.436,0.441,0.304,0.301,0.321
1698,0,0.75,0.739,0.155,0.449,0.406,0.356,0.325,0.357
1699,2,0.757,0.748,0.146,0.527,0.48,0.453,0.359,0.429
1700,0,0.757,0.748,0.15,0.507,0.41,0.406,0.415,0.393
1701,1,0.757,0.731,0.155,0.44,0.39,0.411,0.302,0.321
1702,1,0.757,0.731,0.15,0.446,0.361,0.35,0.377,0.286
1703,1,0.764,0.756,0.146,0.433,0.35,0.354,0.357,0.321
1704,0,0.764,0.773,0.159,0.441,0.368,0.384,0.366,0.321
1705,0,0.764,0.79,0.164,0.604,0.512,0.553,0.44,0.357
1706,0,0.77,0.756,0.133,0.41,0.348,0.344,0.332,0.321
1707,0,0.77,0.748,0.155,0.455,0.379,0.379,0.383,0.393
1708,0,0.77,0.748,0.168,0.552,0.498,0.488,0.382,0.464
1709,0,0.77,0.765,0.168,0.522,0.406,0.454,0.477,0.286
1710,0,0.77,0.765,0.173,0.434,0.395,0.291,0.372,0.321
1711,0,0.77,0.765,0.142,0.47,0.448,0.406,0.314,0.286
1712,1,0.77,0.765,0.142,0.439,0.39,0.363,0.312,0.286
1713,0,0.77,0.748,0.155,0.473,0.372,0.405,0.412,0.321
1714,1,0.77,0.765,0.168,0.482,0.385,0.476,0.357,0.321
1715,0,0.77,0.723,0.133,0.432,0.382,0.359,0.327,0.286
1716,1,0.77,0.714,0.168,0.485,0.465,0.382,0.347,0.393
1717,1,0.777,0.739,0.137,0.473,0.413,0.42,0.332,0.286
1718,0,0.777,0.756,0.168,0.451,0.396,0.302,0.388,0.357
1719,0,0.777,0.79,0.164,0.526,0.447,0.443,0.375,0.357
1720,0,0.777,0.765,0.142,0.489,0.429,0.382,0.364,0.286
1721,0,0.784,0.832,0.159,0.451,0.393,0.369,0.362,0.321
1722,1,0.784,0.765,0.133,0.369,0.322,0.293,0.302,0.286
1723,1,0.784,0.756,0.168,0.477,0.398,0.361,0.422,0.393
1724,1,0.784,0.756,0.173,0.509,0.462,0.5,0.36,0.357
1725,0,0.791,0.748,0.146,0.467,0.448,0.354,0.338,0.286
1726,1,0.791,0.807,0.155,0.537,0.477,0.411,0.412,0.393
1727,0,0.791,0.798,0.173,0.548,0.437,0.433,0.492,0.321
1728,0,0.791,0.765,0.146,0.579,0.516,0.466,0.39,0.464
1729,0,0.797,0.79,0.155,0.51,0.446,0.506,0.35,0.357
1730,0,0.797,0.756,0.142,0.456,0.413,0.332,0.364,0.357
1731,1,0.797,0.756,0.142,0.457,0.424,0.384,0.317,0.357
1732,0,0.797,0.782,0.155,0.485,0.407,0.421,0.392,0.393
1733,0,0.797,0.748,0.155,0.459,0.408,0.413,0.312,0.286
1734,0,0.804,0.756,0.142,0.445,0.42,0.409,0.305,0.393
1735,0,0.804,0.782,0.146,0.492,0.477,0.377,0.297,0.357
1736,1,0.804,0.782,0.168,0.467,0.351,0.407,0.425,0.429
1737,1,0.804,0.832,0.137,0.554,0.576,0.446,0.351,0.321
1738,1,0.804,0.815,0.173,0.573,0.497,0.434,0.462,0.357
1739,0,0.811,0.79,0.142,0.454,0.384,0.362,0.352,0.429
1740,1,0.811,0.765,0.173,0.489,0.406,0.417,0.394,0.321
1741,0,0.818,0.782,0.173,0.514,0.397,0.514,0.41,0.321
1742,1,0.818,0.765,0.177,0.569,0.479,0.446,0.467,0.357
1743,0,0.824,0.782,0.133,0.486,0.483,0.385,0.317,0.357
1744,1,0.824,0.857,0.155,0.579,0.522,0.493,0.435,0.357
1745,1,0.831,0.832,0.177,0.555,0.461,0.483,0.457,0.393
1746,0,0.845,0.857,0.155,0.657,0.567,0.517,0.537,0.321
1747,1,0.845,0.807,0.155,0.627,0.457,0.631,0.509,0.5
1748,1,0.851,0.824,0.15,0.559,0.432,0.6,0.263,0.357
1749,0,0.858,0.874,0.19,0.711,0.665,0.589,0.499,0.357
